patient_id,full_name,gender,age,date_of_birth,district,national_id,phone,income_level,registration_date,is_active
PAT000238,Haji Omar,Male,19,2005-01-01,Urban West,ZNZ722207,255782571474,Low,2018-06-04,1
PAT000239,Mariam Ali,Female,50,1974-01-01,South Unguja,ZNZ742064,255795706924,Low,2021-04-19,1
PAT000240,Mohammed Khalid,Male,24,2000-01-01,Urban West,,255767900186,Middle,2021-05-23,0
PAT000241,Asha Haji,Female,16,2008-01-01,Urban West,ZNZ279428,255733917061,Lower-Middle,2018-03-29,1
PAT000242,Safia Khatib,Female,40,1984-01-01,Chake-Chake,ZNZ975729,255742315606,Lower-Middle,2021-07-03,1
PAT000243,Aisha Mwinyi,Female,49,1975-01-01,Urban West,ZNZ268678,255777259517,Lower-Middle,2022-03-15,1
PAT000244,Mwinyi Hassan,Male,46,1978-01-01,North A,ZNZ668423,255712488144,Upper-Middle,2021-01-01,1
PAT000245,Hamisi Omar,Male,50,1974-01-01,Urban West,ZNZ903789,255763815626,Lower-Middle,2020-07-19,1
PAT000246,Maryam Amour,Female,20,2004-01-01,Urban West,ZNZ617961,255715088539,Middle,2018-06-28,0
PAT000247,Mwinyi Khatib,Male,12,2012-01-01,Chake-Chake,ZNZ514750,255785883685,Low,2018-07-31,0
PAT000248,Zawadi Said,Female,54,1970-01-01,North B,ZNZ263944,,Low,2021-06-11,1
PAT000249,Halima Mohammed,Female,27,1997-01-01,Mkoani,ZNZ693391,255780105108,Low,2019-04-10,1
PAT000250,Zuwena Suleiman,Female,28,1996-01-01,North A,ZNZ581947,255782468326,Lower-Middle,2022-11-10,1
PAT000251,Haji Vuai,Male,56,1968-01-01,Urban West,ZNZ409878,255745432211,Middle,2021-05-31,1
PAT000252,Ahmed Khalid,Male,43,1981-01-01,North A,ZNZ825290,255718441557,Low,2019-09-23,1
PAT000253,Maryam Juma,Female,38,1986-01-01,Wete,ZNZ220627,255738720008,Lower-Middle,2020-04-04,1
PAT000254,Hamisi Abdallah,Male,69,1955-01-01,South Unguja,ZNZ106475,255727566364,Low,2021-07-11,1
PAT000255,Salim Haji,Male,24,2000-01-01,Mkoani,ZNZ770088,255719941699,Low,2021-05-15,1
PAT000256,Asha Mohammed,Female,45,1979-01-01,Micheweni,,255767340290,Upper-Middle,2019-08-30,1
PAT000257,Rahma Khatib,Female,32,1992-01-01,North B,ZNZ853772,255778417030,Lower-Middle,2020-06-03,1
PAT000258,Rahma Seif,Female,36,1988-01-01,Chake-Chake,ZNZ531915,255738886746,Low,2022-10-24,1
PAT000259,Rukia Khalid,Female,54,1970-01-01,Kati,ZNZ900178,255746065451,Middle,2019-01-01,1
PAT000260,Abdallah Vuai,Male,43,1981-01-01,North A,ZNZ363389,255744583674,Middle,2018-10-03,0
PAT000261,Zuwena Haji,Female,40,1984-01-01,Urban West,ZNZ389776,255785847540,Middle,2019-01-15,0
PAT000262,Safia Salim,Female,48,1976-01-01,Micheweni,ZNZ332298,255717017955,Low,2022-11-02,0
PAT000263,Abdallah Hassan,Male,29,1995-01-01,North B,ZNZ853241,255755367678,Lower-Middle,2021-08-25,0
PAT000264,Fatuma Suleiman,Female,19,2005-01-01,Kati,ZNZ304829,255760736559,Low,2022-07-13,1
PAT000265,Sitawa Seif,Female,16,2008-01-01,North B,ZNZ590783,255783283807,Middle,2021-07-15,1
PAT000266,Aisha Hassan,Female,2,2022-01-01,Urban West,,255760042301,Middle,2020-08-02,1
PAT000267,Mariam Suleiman,Female,62,1962-01-01,Kati,ZNZ886796,255710171277,Lower-Middle,2022-12-14,1
PAT000268,Zainab Said,Female,15,2009-01-01,Mkoani,ZNZ564710,255750905980,Low,2020-12-23,1
PAT000269,Bakari Suleiman,Male,31,1993-01-01,Urban West,ZNZ448857,255782989790,Low,2020-03-20,1
PAT000270,Haji Suleiman,Male,30,1994-01-01,Mkoani,ZNZ124544,255738439575,Low,2021-10-05,1
PAT000271,Rahma Said,Female,36,1988-01-01,North A,ZNZ505854,255788419793,Upper-Middle,2020-07-13,1
PAT000272,Amina Mohammed,Female,44,1980-01-01,North A,ZNZ874008,255758878285,Low,2019-05-09,1
PAT000273,Rukia Nassor,Female,44,1980-01-01,Mkoani,ZNZ751127,255746146254,Low,2022-03-27,1
PAT000274,Zainab Amour,Female,23,2001-01-01,South Unguja,ZNZ276637,255790515633,Upper-Middle,2021-01-26,1
PAT000275,Rukia Ali,Female,29,1995-01-01,Urban West,ZNZ690176,255798301319,Lower-Middle,2020-12-30,1
PAT000276,Zuwena Nassor,Female,36,1988-01-01,North A,ZNZ580338,255729878589,Middle,2018-12-30,1
PAT000277,Latifa Seif,Female,28,1996-01-01,Wete,ZNZ989566,255783110888,Low,2019-07-24,1
PAT000278,Zawadi Rashid,Female,56,1968-01-01,Urban West,ZNZ772225,255747967335,Lower-Middle,2020-02-02,1
PAT000279,Zuwena Mohammed,Female,39,1985-01-01,South Unguja,ZNZ127213,255771220767,Lower-Middle,2018-10-03,1
PAT000280,Rehema Seif,Female,43,1981-01-01,Wete,ZNZ497693,255732611827,Middle,2018-02-19,1
PAT000281,Zuwena Hassan,Female,41,1983-01-01,North A,ZNZ618728,255740188544,Low,2021-10-13,0
PAT000282,Omar Seif,Male,53,1971-01-01,Wete,ZNZ756225,,Lower-Middle,2019-12-29,1
PAT000283,Suleiman Khalid,Male,37,1987-01-01,Mkoani,ZNZ269169,255711467256,Middle,2020-06-24,1
PAT000284,Seif Omar,Male,14,2010-01-01,North B,ZNZ504470,255758145489,Lower-Middle,2020-07-16,0
PAT000285,Nasra Vuai,Female,37,1987-01-01,North A,ZNZ888447,255731108188,Lower-Middle,2019-07-18,1
PAT000286,Nassor Bakari,Male,24,2000-01-01,Urban West,ZNZ652631,,Low,2020-02-22,1
PAT000287,Salim Juma,Male,26,1998-01-01,Micheweni,ZNZ658669,255751280408,Low,2019-04-30,1
PAT000288,Zuwena Ali,Female,40,1984-01-01,Mkoani,ZNZ380407,255770084615,Middle,2021-01-12,1
PAT000289,Nassor Seif,Male,54,1970-01-01,North A,ZNZ584427,255732575489,Middle,2022-07-20,1
PAT000290,Maryam Said,Female,32,1992-01-01,North A,ZNZ624436,,Upper-Middle,2019-08-07,1
PAT000291,Salim Bakari,Male,39,1985-01-01,North B,ZNZ697202,255716942263,Middle,2021-08-12,0
PAT000292,Ali Salim,Male,62,1962-01-01,South Unguja,ZNZ160653,255778471380,Lower-Middle,2018-08-24,0
PAT000293,Pili Mwinyi,Female,35,1989-01-01,Urban West,ZNZ440459,255732004757,Middle,2018-02-25,1
PAT000294,Ali Amour,Male,76,1948-01-01,Chake-Chake,ZNZ109795,255743300239,Low,2018-12-26,1
PAT000295,Hamisi Salim,Male,44,1980-01-01,North A,ZNZ335068,255784288255,Lower-Middle,2018-04-20,0
PAT000296,Sitawa Juma,Female,5,2019-01-01,Wete,ZNZ727395,255798169744,Low,2018-07-11,1
PAT000297,Halima Hassan,Female,43,1981-01-01,South Unguja,ZNZ547454,255773621622,Low,2020-06-22,1
PAT000298,Suleiman Mwinyi,Male,41,1983-01-01,South Unguja,ZNZ111009,255765296596,Middle,2021-01-21,1
PAT000299,Khadija Ali,Female,51,1973-01-01,Urban West,ZNZ653669,255719878917,Lower-Middle,2020-05-11,1
PAT000300,Suleiman Abdallah,Male,45,1979-01-01,Wete,ZNZ426754,255718175576,Lower-Middle,2019-07-22,1
PAT000301,Amour Hamisi,Male,32,1992-01-01,Urban West,ZNZ533297,255772025363,Lower-Middle,2020-12-19,1
PAT000302,Zuwena Ali,Female,13,2011-01-01,Urban West,ZNZ711516,,Lower-Middle,2019-10-12,1
PAT000303,Pili Hamisi,Female,28,1996-01-01,South Unguja,ZNZ705058,255745482788,Low,2018-02-08,1
PAT000304,Maryam Ali,Female,19,2005-01-01,Wete,ZNZ934212,255763451460,Middle,2022-04-13,1
PAT000305,Asha Bakari,Female,23,2001-01-01,Urban West,ZNZ404647,255760059073,Lower-Middle,2020-12-08,1
PAT000306,Latifa Abdallah,Female,40,1984-01-01,Urban West,ZNZ869362,,Middle,2021-12-14,1
PAT000307,Latifa Suleiman,Female,57,1967-01-01,Chake-Chake,ZNZ180857,255710555839,Low,2019-09-29,1
PAT000308,Nassor Nassor,Male,41,1983-01-01,Chake-Chake,ZNZ359405,255751781921,Low,2020-11-02,1
PAT000309,Rehema Said,Female,14,2010-01-01,Urban West,ZNZ682994,255770598522,Lower-Middle,2018-02-05,1
PAT000310,Rashid Amour,Male,42,1982-01-01,Micheweni,ZNZ444950,,Middle,2018-04-11,1
PAT000311,Juma Rashid,Male,54,1970-01-01,North B,ZNZ348018,255766226686,Lower-Middle,2022-12-23,0
PAT000312,Yusuf Ali,Male,25,1999-01-01,Micheweni,ZNZ932230,255763226755,Middle,2021-01-14,1
PAT000313,Hamisi Hamisi,Male,32,1992-01-01,Mkoani,ZNZ589464,255755112602,Upper-Middle,2022-03-20,0
PAT000314,Aisha Abdallah,Female,32,1992-01-01,Urban West,ZNZ444359,255777643497,Upper-Middle,2021-05-31,1
PAT000315,Sitawa Seif,Female,20,2004-01-01,Chake-Chake,ZNZ706888,255728641123,Middle,2021-09-23,1
PAT000316,Amina Ali,Female,41,1983-01-01,North B,ZNZ415594,255771327677,Middle,2018-06-15,0
PAT000317,Khalid Bakari,Male,33,1991-01-01,South Unguja,ZNZ484784,255711120113,Low,2019-01-18,1
PAT000318,Mwinyi Rashid,Male,41,1983-01-01,Micheweni,ZNZ723578,255743104951,Middle,2021-10-31,1
PAT000319,Yusuf Omar,Male,20,2004-01-01,Kati,ZNZ124142,255790162231,Lower-Middle,2022-02-03,1
PAT000320,Ali Seif,Male,28,1996-01-01,Urban West,ZNZ231436,255797365744,Upper-Middle,2020-02-29,1
PAT000321,Fatuma Haji,Female,42,1982-01-01,Urban West,ZNZ337403,255793050790,Low,2022-07-24,1
PAT000322,Mariam Nassor,Female,26,1998-01-01,Urban West,ZNZ933608,255720531792,Lower-Middle,2018-01-31,1
PAT000323,Pili Mwinyi,Female,57,1967-01-01,Kati,ZNZ703760,255775875125,Lower-Middle,2021-10-30,1
PAT000324,Suleiman Nassor,Male,28,1996-01-01,Wete,ZNZ178097,,Lower-Middle,2018-01-11,1
PAT000325,Halima Bakari,Female,35,1989-01-01,Micheweni,ZNZ720448,255737692739,Low,2021-08-18,1
PAT000326,Maryam Salim,Female,45,1979-01-01,Urban West,ZNZ833307,255772200055,Lower-Middle,2018-04-06,1
PAT000327,Zawadi Amour,Female,10,2014-01-01,Mkoani,ZNZ775002,255729625255,Middle,2021-04-28,1
PAT000328,Rukia Amour,Female,5,2019-01-01,Chake-Chake,ZNZ298715,255715369337,Lower-Middle,2019-03-29,1
PAT000329,Nassor Seif,Male,10,2014-01-01,Micheweni,ZNZ446997,255769187251,Low,2018-07-11,1
PAT000330,Rashid Suleiman,Male,55,1969-01-01,North A,ZNZ256089,255783336604,Middle,2019-05-01,1
PAT000331,Mohammed Rashid,Male,26,1998-01-01,Urban West,ZNZ506529,255717857997,Low,2021-07-13,1
PAT000332,Mwajuma Hassan,Female,70,1954-01-01,South Unguja,ZNZ377311,255767472430,Low,2021-12-18,0
PAT000333,Ali Haji,Male,25,1999-01-01,Wete,,255778738482,Middle,2021-02-25,1
PAT000334,Hamisi Hassan,Male,37,1987-01-01,Urban West,ZNZ521655,255788490821,Middle,2018-08-26,1
PAT000335,Ibrahim Haji,Male,59,1965-01-01,Micheweni,ZNZ899717,255774526295,Lower-Middle,2021-10-10,1
PAT000336,Khalid Khatib,Male,67,1957-01-01,North A,ZNZ646982,,Lower-Middle,2021-02-09,1
PAT000337,Safia Salim,Female,62,1962-01-01,Chake-Chake,ZNZ361401,255769686581,Low,2022-01-09,1
PAT000338,Mariam Said,Female,50,1974-01-01,South Unguja,ZNZ891043,255773640087,Lower-Middle,2021-09-28,1
PAT000339,Haji Abdallah,Male,51,1973-01-01,Urban West,ZNZ245152,255753426742,Low,2021-03-14,1
PAT000340,Khalid Bakari,Male,44,1980-01-01,South Unguja,ZNZ994829,255793849789,Upper-Middle,2020-12-24,1
PAT000341,Pili Omar,Female,43,1981-01-01,North A,ZNZ555753,255713886613,Middle,2021-06-24,1
PAT000342,Nassor Hassan,Male,26,1998-01-01,Urban West,ZNZ635888,255790143858,Middle,2020-01-05,1
PAT000343,Ahmed Bakari,Male,21,2003-01-01,Mkoani,ZNZ872718,255766052321,Lower-Middle,2020-09-17,1
PAT000344,Haji Abdallah,Male,34,1990-01-01,Urban West,ZNZ839860,255780438646,Middle,2022-02-22,1
PAT000345,Khalid Abdallah,Male,32,1992-01-01,North A,ZNZ911146,255719143589,Lower-Middle,2020-04-04,1
PAT000346,Halima Mwinyi,Female,25,1999-01-01,Urban West,ZNZ555040,255744517976,Low,2022-01-02,1
PAT000347,Amina Khatib,Female,42,1982-01-01,Urban West,ZNZ776044,255751049527,Low,2018-04-16,1
PAT000348,Rashid Haji,Male,50,1974-01-01,North A,ZNZ735861,255752548791,Lower-Middle,2018-06-30,1
PAT000349,Hassan Salim,Male,36,1988-01-01,Urban West,ZNZ125457,255769193912,Upper-Middle,2018-07-03,1
PAT000350,Halima Mwinyi,Female,54,1970-01-01,South Unguja,ZNZ452895,,Low,2018-08-14,1
PAT000351,Zawadi Seif,Female,14,2010-01-01,Urban West,ZNZ767972,255721290492,Low,2020-02-16,1
PAT000352,Amina Mwinyi,Female,29,1995-01-01,Wete,ZNZ938569,,Lower-Middle,2020-02-29,1
PAT000353,Aisha Ali,Female,21,2003-01-01,Urban West,ZNZ137361,255775955748,Middle,2021-01-17,1
PAT000354,Khalid Seif,Male,5,2019-01-01,Urban West,ZNZ906804,255743399680,Low,2019-11-19,1
PAT000355,Amour Khatib,Male,33,1991-01-01,North A,ZNZ460704,255778270004,Low,2019-06-14,1
PAT000356,Rukia Haji,Female,30,1994-01-01,Mkoani,ZNZ525760,255721042682,Lower-Middle,2021-10-26,1
PAT000357,Yusuf Rashid,Male,59,1965-01-01,Micheweni,ZNZ571449,255766817319,Lower-Middle,2020-08-29,1
PAT000358,Rukia Ali,Female,41,1983-01-01,Chake-Chake,ZNZ721531,255793505216,Low,2020-07-24,1
PAT000359,Aisha Hassan,Female,16,2008-01-01,Urban West,ZNZ358430,255720589887,Low,2021-11-23,1
PAT000360,Nasra Nassor,Female,59,1965-01-01,Chake-Chake,ZNZ817368,255740601080,Lower-Middle,2018-04-16,1
PAT000361,Seif Seif,Male,54,1970-01-01,Urban West,ZNZ357351,255761727750,Lower-Middle,2021-07-18,1
PAT000362,Aisha Suleiman,Female,40,1984-01-01,Urban West,ZNZ693975,255722602694,Upper-Middle,2020-04-10,1
PAT000363,Omar Salim,Male,31,1993-01-01,Micheweni,ZNZ982756,255724671009,Middle,2022-03-07,0
PAT000364,Maryam Mohammed,Female,17,2007-01-01,North A,ZNZ285221,255788686659,Low,2019-11-10,1
PAT000365,Asha Juma,Female,26,1998-01-01,Kati,ZNZ553400,255744157583,Lower-Middle,2022-03-29,1
PAT000366,Rashid Khatib,Male,52,1972-01-01,Urban West,ZNZ264329,255726091794,Lower-Middle,2020-04-28,1
PAT000367,Zuwena Mwinyi,Female,60,1964-01-01,Kati,ZNZ413392,255739092273,Low,2020-11-21,1
PAT000368,Fatuma Ali,Female,55,1969-01-01,Micheweni,ZNZ853642,255724367204,Upper-Middle,2019-01-28,1
PAT000369,Yusuf Juma,Male,27,1997-01-01,South Unguja,ZNZ554472,255798988447,Middle,2018-02-09,1
PAT000370,Mohammed Hassan,Male,17,2007-01-01,Urban West,ZNZ704091,255740548096,Low,2019-10-22,1
PAT000371,Rashid Khalid,Male,37,1987-01-01,Urban West,ZNZ122076,255777840500,Low,2021-05-26,1
PAT000372,Salim Seif,Male,6,2018-01-01,Kati,ZNZ350699,255761017938,Low,2022-10-21,1
PAT000373,Mwinyi Seif,Male,40,1984-01-01,North A,ZNZ481361,255741209516,Low,2020-09-07,1
PAT000374,Zawadi Nassor,Female,29,1995-01-01,Micheweni,ZNZ990936,255767203222,Lower-Middle,2021-01-10,1
PAT000375,Bakari Vuai,Male,27,1997-01-01,Kati,ZNZ313968,255787951366,Lower-Middle,2020-04-24,1
PAT000376,Haji Ali,Male,9,2015-01-01,Urban West,,255713719194,Upper-Middle,2022-10-10,1
PAT000377,Fatuma Khatib,Female,39,1985-01-01,South Unguja,ZNZ890944,255760895822,Low,2018-07-20,1
PAT000378,Hassan Juma,Male,26,1998-01-01,Wete,ZNZ247702,255749412278,Lower-Middle,2019-03-23,1
PAT000379,Maryam Mwinyi,Female,14,2010-01-01,Urban West,,255754150968,Middle,2021-12-22,0
PAT000380,Mohammed Seif,Male,0,2024-01-01,Urban West,ZNZ688879,255725842433,Lower-Middle,2020-11-27,1
PAT000381,Haji Seif,Male,34,1990-01-01,North B,ZNZ568032,255774134752,Low,2021-05-19,1
PAT000382,Zuwena Mwinyi,Female,58,1966-01-01,North A,ZNZ744821,255738417654,Low,2019-03-20,1
PAT000383,Mwajuma Hassan,Female,56,1968-01-01,Wete,ZNZ228381,255750411036,Low,2021-09-12,1
PAT000384,Latifa Vuai,Female,25,1999-01-01,Urban West,ZNZ443822,255721462734,Upper-Middle,2020-01-31,1
PAT000385,Zawadi Juma,Female,22,2002-01-01,Kati,ZNZ897210,255745490204,Upper-Middle,2018-08-15,1
PAT000386,Amina Suleiman,Female,39,1985-01-01,Urban West,ZNZ588121,255712422952,Upper-Middle,2018-02-17,1
PAT000387,Bakari Seif,Male,19,2005-01-01,Micheweni,ZNZ962219,255763553666,Middle,2020-11-07,1
PAT000388,Mohammed Nassor,Male,39,1985-01-01,South Unguja,ZNZ769727,255748918430,Lower-Middle,2020-06-30,1
PAT000389,Zuwena Bakari,Female,43,1981-01-01,Urban West,ZNZ755354,255738075910,Upper-Middle,2022-01-02,1
PAT000390,Zainab Rashid,Female,50,1974-01-01,Urban West,ZNZ883540,255715167373,Upper-Middle,2022-09-28,1
PAT000391,Mwajuma Khalid,Female,30,1994-01-01,Chake-Chake,ZNZ508916,255796149637,Lower-Middle,2018-07-06,1
PAT000392,Omar Omar,Male,31,1993-01-01,Mkoani,ZNZ583075,255762857945,Low,2018-12-11,1
PAT000393,Ibrahim Mohammed,Male,20,2004-01-01,North A,ZNZ886166,255718091363,Lower-Middle,2018-08-12,1
PAT000394,Rukia Salim,Female,19,2005-01-01,North B,ZNZ427370,255741218896,Low,2020-04-09,1
PAT000395,Hamisi Amour,Male,31,1993-01-01,North A,ZNZ259011,255790458942,Low,2019-05-03,1
PAT000396,Halima Suleiman,Female,37,1987-01-01,Urban West,ZNZ933142,255718140594,Upper-Middle,2020-05-26,1
PAT000397,Mwajuma Nassor,Female,45,1979-01-01,Wete,ZNZ637068,255740904375,Upper-Middle,2020-04-28,1
PAT000398,Haji Said,Male,22,2002-01-01,Chake-Chake,ZNZ611714,255790539150,Low,2021-06-06,1
PAT000399,Asha Omar,Female,54,1970-01-01,North A,ZNZ451637,255781243472,Lower-Middle,2021-11-14,1
PAT000400,Pili Rashid,Female,27,1997-01-01,Kati,ZNZ277946,255720987706,Middle,2020-09-05,1
PAT000401,Mohammed Rashid,Male,34,1990-01-01,Urban West,ZNZ994576,255723849214,Middle,2022-06-01,0
PAT000402,Khadija Mwinyi,Female,20,2004-01-01,Micheweni,,255747297350,Lower-Middle,2020-10-13,0
PAT000403,Safia Hamisi,Female,0,2024-01-01,North B,ZNZ321140,255760875992,Middle,2018-07-07,1
PAT000404,Safia Khatib,Female,45,1979-01-01,North B,ZNZ431922,255751991679,Middle,2018-09-27,1
PAT000405,Bakari Abdallah,Male,46,1978-01-01,North B,ZNZ812345,255725467488,Upper-Middle,2022-06-19,1
PAT000406,Fatuma Amour,Female,27,1997-01-01,Urban West,ZNZ611545,255738076568,Lower-Middle,2018-11-06,1
PAT000407,Salim Hamisi,Male,36,1988-01-01,Wete,ZNZ543035,255760711717,Low,2021-03-01,1
PAT000408,Yusuf Omar,Male,43,1981-01-01,Wete,ZNZ459267,255771161815,Upper-Middle,2022-04-24,1
PAT000409,Asha Juma,Female,8,2016-01-01,North A,ZNZ763440,255781842935,Low,2020-12-31,1
PAT000410,Hamisi Hassan,Male,26,1998-01-01,Chake-Chake,ZNZ507124,255765186135,Middle,2022-12-22,1
PAT000411,Rashid Mwinyi,Male,47,1977-01-01,North A,ZNZ221292,255735971841,Low,2020-04-24,1
PAT000412,Safia Salim,Female,13,2011-01-01,Wete,ZNZ223791,255795081424,Lower-Middle,2022-08-23,1
PAT000413,Halima Mwinyi,Female,36,1988-01-01,Urban West,ZNZ615689,255743970993,Lower-Middle,2021-04-25,1
PAT000414,Sitawa Hassan,Female,11,2013-01-01,Urban West,ZNZ662602,255788573735,Low,2019-05-01,1
PAT000415,Zuwena Bakari,Female,38,1986-01-01,North A,ZNZ576984,255776259604,Upper-Middle,2021-04-29,1
PAT000416,Seif Seif,Male,34,1990-01-01,South Unguja,ZNZ246903,255714801436,Low,2021-12-16,1
PAT000417,Hamisi Hassan,Male,9,2015-01-01,Micheweni,ZNZ948883,255724212972,Middle,2018-04-30,1
PAT000418,Juma Said,Male,53,1971-01-01,North A,ZNZ464550,255753464233,Middle,2018-08-08,1
PAT000419,Mariam Said,Female,20,2004-01-01,Urban West,ZNZ421516,255753976804,Low,2018-02-22,1
PAT000420,Mwajuma Abdallah,Female,19,2005-01-01,North A,ZNZ583157,255769115024,Middle,2022-10-24,1
PAT000421,Zainab Abdallah,Female,35,1989-01-01,Wete,ZNZ594166,255752192304,Low,2022-01-14,1
PAT000422,Khadija Salim,Female,49,1975-01-01,Wete,ZNZ266129,255726480387,Middle,2021-12-06,1
PAT000423,Hamisi Salim,Male,18,2006-01-01,Urban West,ZNZ153024,255792367891,Lower-Middle,2022-07-25,1
PAT000424,Fatuma Seif,Female,32,1992-01-01,Urban West,ZNZ255146,255780717998,Low,2021-06-14,1
PAT000425,Juma Suleiman,Male,41,1983-01-01,Chake-Chake,ZNZ618534,255788838024,Lower-Middle,2020-01-28,1
PAT000426,Sitawa Khalid,Female,42,1982-01-01,Urban West,ZNZ267932,255745341284,Middle,2020-01-08,1
PAT000427,Yusuf Omar,Male,37,1987-01-01,Urban West,ZNZ849037,255765654323,Upper-Middle,2019-12-21,1
PAT000428,Aisha Hamisi,Female,26,1998-01-01,Urban West,ZNZ705659,255726819353,Low,2019-02-10,1
PAT000429,Ali Juma,Male,21,2003-01-01,North B,ZNZ583791,255741578449,Lower-Middle,2019-08-31,1
PAT000430,Rashid Khalid,Male,36,1988-01-01,South Unguja,ZNZ161562,255722184706,Low,2020-10-17,1
PAT000431,Ibrahim Amour,Male,17,2007-01-01,Micheweni,,255724166825,Middle,2019-02-26,1
PAT000432,Nasra Mohammed,Female,0,2024-01-01,North A,ZNZ625128,255787232107,Low,2019-12-13,1
PAT000433,Sitawa Seif,Female,38,1986-01-01,Wete,ZNZ897278,255737320962,Middle,2018-09-04,1
PAT000434,Haji Said,Male,49,1975-01-01,Urban West,ZNZ297173,255730279862,Low,2018-03-13,1
PAT000435,Yusuf Vuai,Male,0,2024-01-01,Chake-Chake,ZNZ469604,255783092807,Lower-Middle,2018-07-04,1
PAT000436,Fatuma Seif,Female,16,2008-01-01,South Unguja,ZNZ863043,255724999412,Middle,2018-01-06,0
PAT000437,Hassan Mwinyi,Male,44,1980-01-01,South Unguja,ZNZ865110,255767318243,Middle,2021-05-14,1
PAT000438,Aisha Said,Female,62,1962-01-01,Urban West,ZNZ807494,255715539004,Middle,2022-04-17,1
PAT000439,Safia Juma,Female,32,1992-01-01,Urban West,ZNZ767958,255746316288,Lower-Middle,2022-06-23,1
PAT000440,Suleiman Khatib,Male,23,2001-01-01,North B,ZNZ192416,,Middle,2020-06-24,1
PAT000441,Rashid Hassan,Male,32,1992-01-01,Micheweni,ZNZ736436,255785188687,Lower-Middle,2019-01-22,1
PAT000442,Zuwena Hassan,Female,52,1972-01-01,Urban West,ZNZ895818,255799857223,Upper-Middle,2022-11-27,1
PAT000443,Hassan Abdallah,Male,24,2000-01-01,Kati,ZNZ820892,255766832859,Lower-Middle,2019-11-30,1
PAT000444,Amour Nassor,Male,22,2002-01-01,Kati,ZNZ133545,255759582227,Lower-Middle,2021-01-04,1
PAT000445,Asha Amour,Female,24,2000-01-01,South Unguja,ZNZ135790,255711615181,Low,2021-04-15,1
PAT000446,Mwajuma Suleiman,Female,17,2007-01-01,Kati,ZNZ360123,255781143513,Lower-Middle,2020-04-06,0
PAT000447,Rehema Haji,Female,33,1991-01-01,Urban West,ZNZ887506,255778459680,Low,2022-12-28,1
PAT000448,Asha Haji,Female,56,1968-01-01,Urban West,ZNZ309486,255769490604,Middle,2018-12-15,1
PAT000449,Amour Vuai,Male,40,1984-01-01,Urban West,ZNZ364130,255763152706,Middle,2021-07-02,1
PAT000450,Nassor Hassan,Male,30,1994-01-01,South Unguja,ZNZ862857,255799239449,Upper-Middle,2022-09-22,1
PAT000451,Halima Juma,Female,27,1997-01-01,Urban West,ZNZ492977,255799571725,Low,2018-11-04,1
PAT000452,Sitawa Bakari,Female,8,2016-01-01,Kati,ZNZ339423,255789107632,Low,2021-09-30,1
PAT000453,Suleiman Hassan,Male,49,1975-01-01,Urban West,ZNZ817278,255728831264,Middle,2021-02-24,1
PAT000454,Rukia Mwinyi,Female,30,1994-01-01,North A,ZNZ858272,255719332439,Lower-Middle,2018-10-14,1
PAT000455,Rashid Mwinyi,Male,32,1992-01-01,Chake-Chake,ZNZ157124,255755017835,Lower-Middle,2020-02-05,1
PAT000456,Zuwena Suleiman,Female,79,1945-01-01,Urban West,ZNZ411896,255789371163,Middle,2019-12-26,0
PAT000457,Bakari Seif,Male,39,1985-01-01,Urban West,ZNZ961148,255744424385,Lower-Middle,2020-02-01,1
PAT000458,Ahmed Juma,Male,22,2002-01-01,Micheweni,ZNZ923683,,Low,2022-06-08,1
PAT000459,Nassor Said,Male,28,1996-01-01,Urban West,ZNZ925329,255740325526,Middle,2022-02-19,1
PAT000460,Haji Vuai,Male,53,1971-01-01,Urban West,ZNZ362037,255767415983,Low,2019-01-18,1
PAT000461,Juma Salim,Male,36,1988-01-01,Urban West,ZNZ470134,255766755475,Middle,2021-11-30,0
PAT000462,Mwajuma Juma,Female,10,2014-01-01,North B,ZNZ794934,255737923330,Low,2019-01-23,1
PAT000463,Asha Haji,Female,45,1979-01-01,Kati,ZNZ435076,255767405223,Middle,2019-06-09,1
PAT000464,Maryam Suleiman,Female,21,2003-01-01,Chake-Chake,ZNZ243572,255738606051,Low,2022-04-30,0
PAT000465,Rehema Ali,Female,60,1964-01-01,North A,ZNZ760601,255777330285,Middle,2019-10-01,1
PAT000466,Amour Omar,Male,52,1972-01-01,North A,ZNZ104695,,Low,2020-07-26,0
PAT000467,Yusuf Suleiman,Male,27,1997-01-01,North B,ZNZ638606,255771869073,Middle,2022-07-08,1
PAT000468,Halima Juma,Female,51,1973-01-01,Kati,ZNZ483426,255723938810,Lower-Middle,2018-10-03,0
PAT000469,Khalid Abdallah,Male,36,1988-01-01,Urban West,ZNZ570076,255767228660,Low,2019-05-15,1
PAT000470,Nasra Salim,Female,44,1980-01-01,North A,ZNZ972109,255730124742,Middle,2019-12-18,1
PAT000471,Khalid Salim,Male,42,1982-01-01,Wete,ZNZ487405,255793724371,Lower-Middle,2018-12-03,1
PAT000472,Asha Bakari,Female,19,2005-01-01,Kati,ZNZ467482,255763013126,Low,2020-07-20,0
PAT000473,Yusuf Khalid,Male,24,2000-01-01,Urban West,ZNZ759599,255775176962,Low,2019-04-26,1
PAT000474,Sitawa Seif,Female,47,1977-01-01,Urban West,ZNZ391813,255792051606,Lower-Middle,2020-06-29,1
PAT000475,Zainab Suleiman,Female,26,1998-01-01,Urban West,ZNZ759510,255754338446,Low,2021-07-20,1
